-,-,-
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.75
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.75
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
-0.63,0.06,0.76
